session_id,rank,pm
0,1,49.79130172729492
0,2,49.63275146484375
0,3,49.50619125366211
0,4,49.34550476074219
0,5,49.18487548828125
0,6,49.02640914916992
0,7,48.883148193359375
0,8,48.703792572021484
0,9,48.535884857177734
0,10,48.41180419921875
0,11,48.216739654541016
0,12,48.022613525390625
1,1,68.7559585571289
1,2,68.74268341064453
1,3,68.75350952148438
1,4,68.74854278564453
1,5,68.77375030517578
1,6,68.75083923339844
1,7,68.74905395507812
1,8,68.75030517578125
1,9,68.74740600585938
1,10,68.7761459350586
1,11,68.73057556152344
1,12,68.73591613769531
2,1,53.90302658081055
2,2,53.89543533325195
2,3,53.92695617675781
2,4,53.911170959472656
2,5,53.922119140625
2,6,53.928279876708984
2,7,53.95481872558594
2,8,53.94407653808594
2,9,53.95488739013672
2,10,54.01585006713867
2,11,53.987220764160156
2,12,54.00381851196289
3,1,51.95911407470703
3,2,51.93572998046875
3,3,51.9503059387207
3,4,51.929901123046875
3,5,51.922245025634766
3,6,51.91745376586914
3,7,51.92491912841797
3,8,51.90082931518555
3,9,51.89823913574219
3,10,51.94401168823242
3,11,51.89672088623047
3,12,51.89946365356445
4,1,39.300933837890625
4,2,39.280155181884766
4,3,39.26595687866211
4,4,39.25773239135742
4,5,39.25629806518555
4,6,39.23023986816406
4,7,39.220314025878906
4,8,39.21243667602539
4,9,39.19535446166992
4,10,39.194339752197266
4,11,39.17448043823242
4,12,39.1765022277832
5,1,30.58799171447754
5,2,30.593849182128906
5,3,30.563993453979492
5,4,30.570236206054688
5,5,30.61933708190918
5,6,30.587839126586914
5,7,30.574275970458984
5,8,30.616090774536133
5,9,30.619020462036133
5,10,30.579734802246094
5,11,30.580076217651367
5,12,30.625457763671875
6,1,28.455821990966797
6,2,28.4608154296875
6,3,28.423418045043945
6,4,28.423133850097656
6,5,28.47715187072754
6,6,28.43764877319336
6,7,28.417255401611328
6,8,28.460535049438477
6,9,28.46369743347168
6,10,28.409801483154297
6,11,28.400531768798828
6,12,28.449848175048828
7,1,40.11362838745117
7,2,40.066314697265625
7,3,40.03757095336914
7,4,39.99734878540039
7,5,39.96572494506836
7,6,39.92063522338867
7,7,39.88581466674805
7,8,39.840606689453125
7,9,39.80535888671875
7,10,39.782196044921875
7,11,39.72483825683594
7,12,39.6968994140625
8,1,46.8587532043457
8,2,46.838836669921875
8,3,46.84835433959961
8,4,46.839656829833984
8,5,46.832828521728516
8,6,46.82386016845703
8,7,46.83112335205078
8,8,46.81669998168945
8,9,46.8074836730957
8,10,46.84677505493164
8,11,46.821834564208984
8,12,46.82292556762695
9,1,47.665985107421875
9,2,47.64438247680664
9,3,47.652801513671875
9,4,47.64214324951172
9,5,47.634517669677734
9,6,47.6226806640625
9,7,47.63133239746094
9,8,47.61347961425781
9,9,47.60160827636719
9,10,47.64188003540039
9,11,47.6131591796875
9,12,47.614166259765625
10,1,34.26128387451172
10,2,34.25529098510742
10,3,34.23289489746094
10,4,34.22993087768555
10,5,34.25701141357422
10,6,34.22698211669922
10,7,34.21281051635742
10,8,34.230979919433594
10,9,34.22745895385742
10,10,34.203861236572266
10,11,34.19175720214844
10,12,34.21681594848633
11,1,32.8438835144043
11,2,32.83433532714844
11,3,32.80256271362305
11,4,32.79617691040039
11,5,32.82194900512695
11,6,32.78461837768555
11,7,32.76227951049805
11,8,32.78031921386719
11,9,32.77104568481445
11,10,32.7320556640625
11,11,32.71598815917969
11,12,32.73884582519531
12,1,30.746994018554688
12,2,30.696752548217773
12,3,30.623584747314453
12,4,30.56047248840332
12,5,30.546823501586914
12,6,30.465585708618164
12,7,30.391748428344727
12,8,30.358129501342773
12,9,30.312170028686523
12,10,30.214336395263672
12,11,30.132341384887695
12,12,30.1082763671875
13,1,86.91217803955078
13,2,86.90054321289062
13,3,86.90523529052734
13,4,86.8974609375
13,5,86.9227066040039
13,6,86.8881607055664
13,7,86.88172912597656
13,8,86.86837768554688
13,9,86.85612487792969
13,10,86.85785675048828
13,11,86.8109359741211
13,12,86.78926849365234
14,1,59.010704040527344
14,2,58.96151351928711
14,3,58.93989562988281
14,4,58.89335632324219
14,5,58.861968994140625
14,6,58.810829162597656
14,7,58.78815841674805
14,8,58.74264144897461
14,9,58.689430236816406
14,10,58.68931198120117
14,11,58.61724090576172
14,12,58.575042724609375
15,1,47.85875701904297
15,2,47.82453536987305
15,3,47.83321762084961
15,4,47.80620574951172
15,5,47.78831481933594
15,6,47.77466583251953
15,7,47.77519607543945
15,8,47.74180221557617
15,9,47.728187561035156
15,10,47.76219177246094
15,11,47.71660232543945
15,12,47.70801544189453
16,1,74.27188110351562
16,2,74.2069091796875
16,3,74.15161895751953
16,4,74.0799560546875
16,5,74.0434341430664
16,6,73.95186614990234
16,7,73.88998413085938
16,8,73.82562255859375
16,9,73.73611450195312
16,10,73.68094635009766
16,11,73.57501220703125
16,12,73.49581146240234
17,1,78.84066009521484
17,2,78.77934265136719
17,3,78.72245788574219
17,4,78.65559387207031
17,5,78.63638305664062
17,6,78.54741668701172
17,7,78.47006225585938
17,8,78.42613983154297
17,9,78.33495330810547
17,10,78.26889038085938
17,11,78.16963958740234
17,12,78.09506225585938
18,1,71.44937896728516
18,2,71.60609436035156
18,3,71.80341339111328
18,4,72.048828125
18,5,72.25135803222656
18,6,72.43006896972656
18,7,72.6856918334961
18,8,72.84136199951172
18,9,73.0745620727539
18,10,73.29722595214844
18,11,73.52063751220703
18,12,73.8115005493164
19,1,45.744747161865234
19,2,45.771419525146484
19,3,45.824058532714844
19,4,45.81789779663086
19,5,45.833003997802734
19,6,45.860626220703125
19,7,45.89134979248047
19,8,45.890968322753906
19,9,45.898807525634766
19,10,45.972312927246094
19,11,45.97772979736328
19,12,46.021690368652344
20,1,45.1917610168457
20,2,45.16897201538086
20,3,45.17066955566406
20,4,45.16496658325195
20,5,45.182762145996094
20,6,45.15506362915039
20,7,45.178688049316406
20,8,45.16898727416992
20,9,45.17190933227539
20,10,45.2067985534668
20,11,45.18765640258789
20,12,45.190059661865234
21,1,40.34566116333008
21,2,40.30853271484375
21,3,40.27634048461914
21,4,40.2564811706543
21,5,40.23537826538086
21,6,40.19228744506836
21,7,40.1658821105957
21,8,40.14223861694336
21,9,40.100486755371094
21,10,40.08332443237305
21,11,40.04676055908203
21,12,40.02802658081055
22,1,38.05705261230469
22,2,38.080631256103516
22,3,38.09930419921875
22,4,38.1434211730957
22,5,38.194000244140625
22,6,38.20620346069336
22,7,38.24174118041992
22,8,38.291015625
22,9,38.31737518310547
22,10,38.35963821411133
22,11,38.393314361572266
22,12,38.45806884765625
23,1,26.710433959960938
23,2,26.726943969726562
23,3,26.690996170043945
23,4,26.69920539855957
23,5,26.771087646484375
23,6,26.735069274902344
23,7,26.720787048339844
23,8,26.783300399780273
23,9,26.79521942138672
23,10,26.740337371826172
23,11,26.739355087280273
23,12,26.807979583740234
24,1,23.020771026611328
24,2,23.044296264648438
24,3,22.98958396911621
