session_id,rank,pm
0,1,49.88642120361328
0,2,49.725101470947266
0,3,49.584781646728516
0,4,49.42796325683594
0,5,49.283897399902344
0,6,49.11050033569336
0,7,48.935874938964844
0,8,48.76775360107422
0,9,48.581356048583984
0,10,48.419349670410156
0,11,48.23857498168945
0,12,48.059452056884766
1,1,68.66422271728516
1,2,68.67407989501953
1,3,68.6966323852539
1,4,68.68778991699219
1,5,68.69914245605469
1,6,68.6722412109375
1,7,68.66889190673828
1,8,68.65882110595703
1,9,68.65174102783203
1,10,68.660888671875
1,11,68.66761779785156
1,12,68.65509796142578
2,1,53.821533203125
2,2,53.841922760009766
2,3,53.86727523803711
2,4,53.85187530517578
2,5,53.88393783569336
2,6,53.87894821166992
2,7,53.87307357788086
2,8,53.87449264526367
2,9,53.87921905517578
2,10,53.904483795166016
2,11,53.93709182739258
2,12,53.93859100341797
3,1,51.9930534362793
3,2,51.99639129638672
3,3,52.00058364868164
3,4,51.97157669067383
3,5,51.98866271972656
3,6,51.966033935546875
3,7,51.943359375
3,8,51.93093490600586
3,9,51.920616149902344
3,10,51.93122482299805
3,11,51.9328727722168
3,12,51.92723083496094
4,1,39.22540283203125
4,2,39.21768569946289
4,3,39.21315002441406
4,4,39.20092010498047
4,5,39.18798828125
4,6,39.16439437866211
4,7,39.16399383544922
4,8,39.15442657470703
4,9,39.146026611328125
4,10,39.143943786621094
4,11,39.14277648925781
4,12,39.13321304321289
5,1,30.638870239257812
5,2,30.65346908569336
5,3,30.651599884033203
5,4,30.659910202026367
5,5,30.633642196655273
5,6,30.61558723449707
5,7,30.649234771728516
5,8,30.651029586791992
5,9,30.664709091186523
5,10,30.663131713867188
5,11,30.673282623291016
5,12,30.651918411254883
6,1,28.49262237548828
6,2,28.50662612915039
6,3,28.495092391967773
6,4,28.49644660949707
6,5,28.4583683013916
6,6,28.431787490844727
6,7,28.46155548095703
6,8,28.454879760742188
6,9,28.462953567504883
6,10,28.451181411743164
6,11,28.452922821044922
6,12,28.412256240844727
7,1,40.112789154052734
7,2,40.07999801635742
7,3,40.05351257324219
7,4,40.02032470703125
7,5,39.9840087890625
7,6,39.93559265136719
7,7,39.9072380065918
7,8,39.86964416503906
7,9,39.832862854003906
7,10,39.80194854736328
7,11,39.77318572998047
7,12,39.73622512817383
8,1,46.83689498901367
8,2,46.829010009765625
8,3,46.83453369140625
8,4,46.814598083496094
8,5,46.8203239440918
8,6,46.80239486694336
8,7,46.79121780395508
8,8,46.783531188964844
8,9,46.77366256713867
8,10,46.78015899658203
8,11,46.7829475402832
8,12,46.78487777709961
9,1,47.70893478393555
9,2,47.70077133178711
9,3,47.70474624633789
9,4,47.681358337402344
9,5,47.685997009277344
9,6,47.66551971435547
9,7,47.65167236328125
9,8,47.639503479003906
9,9,47.629112243652344
9,10,47.6340446472168
9,11,47.63387680053711
9,12,47.631805419921875
10,1,34.13467788696289
10,2,34.14149856567383
10,3,34.13995361328125
10,4,34.14411926269531
10,5,34.12572479248047
10,6,34.1064338684082
10,7,34.12963104248047
10,8,34.1288948059082
10,9,34.13517761230469
10,10,34.13560485839844
10,11,34.14414596557617
10,12,34.13327407836914
11,1,32.77866744995117
11,2,32.782100677490234
11,3,32.77529525756836
11,4,32.777984619140625
11,5,32.75230407714844
11,6,32.72819137573242
11,7,32.74850845336914
11,8,32.742271423339844
11,9,32.74544906616211
11,10,32.739227294921875
11,11,32.742523193359375
11,12,32.72358322143555
12,1,30.8558292388916
12,2,30.826610565185547
12,3,30.776243209838867
12,4,30.73155403137207
12,5,30.659944534301758
12,6,30.58690643310547
12,7,30.55670166015625
12,8,30.49494171142578
12,9,30.446897506713867
12,10,30.38395118713379
12,11,30.340290069580078
12,12,30.252683639526367
13,1,86.95526885986328
13,2,86.94751739501953
13,3,86.96139526367188
13,4,86.98629760742188
13,5,86.97623443603516
13,6,86.93043518066406
13,7,86.94631958007812
13,8,86.93317413330078
13,9,86.90656280517578
13,10,86.90182495117188
13,11,86.89540100097656
13,12,86.87803649902344
14,1,59.05677032470703
14,2,59.02482223510742
14,3,59.00127410888672
14,4,58.946170806884766
14,5,58.923091888427734
14,6,58.869632720947266
14,7,58.818233489990234
14,8,58.765071868896484
14,9,58.719722747802734
14,10,58.69212341308594
14,11,58.652557373046875
14,12,58.603973388671875
15,1,47.76663589477539
15,2,47.75655746459961
15,3,47.75056838989258
15,4,47.72029495239258
15,5,47.72071075439453
15,6,47.69047164916992
15,7,47.66777801513672
15,8,47.64606475830078
15,9,47.62755584716797
15,10,47.623600006103516
15,11,47.618309020996094
15,12,47.60576629638672
16,1,74.24148559570312
16,2,74.17123413085938
16,3,74.12545013427734
16,4,74.07058715820312
16,5,73.99784088134766
16,6,73.91165924072266
16,7,73.84777069091797
16,8,73.7666244506836
16,9,73.6773681640625
16,10,73.61277770996094
16,11,73.53114318847656
16,12,73.43447875976562
17,1,78.72222900390625
17,2,78.6485366821289
17,3,78.63055419921875
17,4,78.58965301513672
17,5,78.52213287353516
17,6,78.42969512939453
17,7,78.38907623291016
17,8,78.31499481201172
17,9,78.23538208007812
17,10,78.18083190917969
17,11,78.1095962524414
17,12,78.02347564697266
18,1,71.39665985107422
18,2,71.62399291992188
18,3,71.8171615600586
18,4,72.02084350585938
18,5,72.23579406738281
18,6,72.40122985839844
18,7,72.61225891113281
18,8,72.7820816040039
18,9,73.05514526367188
18,10,73.27972412109375
18,11,73.55249786376953
18,12,73.78595733642578
19,1,45.76703643798828
19,2,45.772708892822266
19,3,45.80214309692383
19,4,45.81289291381836
19,5,45.81753921508789
19,6,45.83821487426758
19,7,45.84359359741211
19,8,45.84659957885742
19,9,45.852108001708984
19,10,45.8995475769043
19,11,45.92909622192383
19,12,45.961421966552734
20,1,45.13138198852539
20,2,45.13268280029297
20,3,45.13298034667969
20,4,45.11787414550781
20,5,45.12718963623047
20,6,45.08561706542969
20,7,45.090431213378906
20,8,45.064788818359375
20,9,45.07044219970703
20,10,45.05680465698242
20,11,45.06975173950195
20,12,45.07576370239258
21,1,40.43364334106445
21,2,40.40088653564453
21,3,40.37071228027344
21,4,40.33837890625
21,5,40.300384521484375
21,6,40.25387954711914
21,7,40.22830581665039
21,8,40.195945739746094
21,9,40.160736083984375
21,10,40.13239669799805
21,11,40.09865951538086
21,12,40.06153869628906
22,1,37.97186279296875
22,2,38.01414108276367
22,3,38.0522346496582
22,4,38.081993103027344
22,5,38.10893630981445
22,6,38.13096237182617
22,7,38.18559265136719
22,8,38.2264404296875
22,9,38.27451705932617
22,10,38.320892333984375
22,11,38.372398376464844
22,12,38.41177749633789
23,1,26.673385620117188
23,2,26.70558738708496
23,3,26.701736450195312
23,4,26.70819854736328
23,5,26.676254272460938
23,6,26.658458709716797
23,7,26.699865341186523
23,8,26.70073127746582
23,9,26.723371505737305
23,10,26.71896743774414
23,11,26.733226776123047
23,12,26.690216064453125
24,1,23.002735137939453
24,2,23.045299530029297
24,3,23.036453247070312
24,4,23.03532600402832
24,5,22.99540138244629
24,6,22.97195053100586
24,7,23.015119552612305
24,8,23.010696411132812
24,9,23.0351505279541
24,10,23.024160385131836
24,11,23.036224365234375
24,12,22.969768524169922
25,1,61.84144592285156
25,2,61.84115982055664
25,3,61.84052658081055
25,4,61.80109405517578
25,5,61.80055236816406
25,6,61.76880645751953
25,7,61.741180419921875
25,8,61.714149475097656
25,9,61.697181701660156
25,10,61.684391021728516
25,11,61.67212677001953
25,12,61.63187026977539
26,1,54.8244514465332
26,2,54.95097732543945
26,3,55.07408905029297
26,4,55.143157958984375
26,5,55.27756118774414
26,6,55.3765869140625
26,7,55.477962493896484
26,8,55.585662841796875
26,9,55.71064376831055
26,10,55.84946060180664
26,11,55.99751663208008
26,12,56.11813735961914
27,1,35.10169982910156
27,2,35.10655975341797
27,3,35.10849380493164
27,4,35.11324691772461
27,5,35.0971565246582
27,6,35.08122253417969
27,7,35.10519790649414
27,8,35.107666015625
27,9,35.11566162109375
27,10,35.11865997314453
27,11,35.12792205810547
27,12,35.122528076171875
28,1,42.6451416015625
28,2,42.617008209228516
28,3,42.6009407043457
28,4,42.56995391845703
28,5,42.54655456542969
28,6,42.50917053222656
28,7,42.484066009521484
28,8,42.4554557800293
28,9,42.42627716064453
28,10,42.40660095214844
28,11,42.38574981689453
28,12,42.36431121826172
29,1,61.50322723388672
29,2,61.437339782714844
29,3,61.40084457397461
29,4,61.32624053955078
29,5,61.278526306152344
29,6,61.202022552490234
29,7,61.12983703613281
29,8,61.0543098449707
29,9,60.98240280151367
29,10,60.923057556152344
29,11,60.855690002441406
29,12,60.78372573852539
30,1,43.80146408081055
30,2,43.85590744018555
30,3,43.91276931762695
30,4,43.94559097290039
30,5,44.001914978027344
30,6,44.03998947143555
30,7,44.097286224365234
30,8,44.15509033203125
30,9,44.217430114746094
30,10,44.28278350830078
30,11,44.3525505065918
30,12,44.415096282958984
31,1,30.915843963623047
31,2,30.934091567993164
31,3,30.932268142700195
31,4,30.939804077148438
31,5,30.91587257385254
31,6,30.898704528808594
31,7,30.931865692138672
31,8,30.933500289916992
31,9,30.948549270629883
31,10,30.947711944580078
31,11,30.959693908691406
31,12,30.93714714050293
32,1,33.80984115600586
32,2,33.806766510009766
32,3,33.79383087158203
32,4,33.787025451660156
32,5,33.756248474121094
32,6,33.727386474609375
32,7,33.73619079589844
32,8,33.72418975830078
32,9,33.71807861328125
32,10,33.706485748291016
32,11,33.70077133178711
32,12,33.675174713134766
33,1,35.60002899169922
33,2,35.59929275512695
33,3,35.592918395996094
33,4,35.58787536621094
33,5,35.56657791137695
33,6,35.543724060058594
33,7,35.55595779418945
33,8,35.549495697021484
33,9,35.54833984375
33,10,35.54330062866211
33,11,35.54379653930664
33,12,35.52927017211914
34,1,30.183963775634766
34,2,30.20616912841797
34,3,30.208518981933594
34,4,30.21957778930664
34,5,30.198637008666992
34,6,30.18470573425293
34,7,30.223649978637695
34,8,30.229738235473633
34,9,30.248680114746094
34,10,30.25153160095215
34,11,30.268264770507812
34,12,30.24678611755371
35,1,94.30735778808594
