session_id,rank,pm
0,1,50.27801513671875
0,2,50.130615234375
0,3,49.985877990722656
0,4,49.821739196777344
0,5,49.65891647338867
0,6,49.52205276489258
0,7,49.329010009765625
0,8,49.171573638916016
0,9,48.98591613769531
0,10,48.810630798339844
0,11,48.63448715209961
0,12,48.451171875
1,1,68.64921569824219
1,2,68.64820861816406
1,3,68.65410614013672
1,4,68.66083526611328
1,5,68.64443969726562
1,6,68.66459655761719
1,7,68.6242446899414
1,8,68.62454986572266
1,9,68.61831665039062
1,10,68.62181091308594
1,11,68.6152114868164
1,12,68.61346435546875
2,1,53.702701568603516
2,2,53.71559524536133
2,3,53.730594635009766
2,4,53.72956848144531
2,5,53.735164642333984
2,6,53.75596618652344
2,7,53.7352409362793
2,8,53.75342559814453
2,9,53.76475143432617
2,10,53.76238250732422
2,11,53.7874755859375
2,12,53.80248260498047
3,1,51.88993835449219
3,2,51.88874816894531
3,3,51.890647888183594
3,4,51.87562561035156
3,5,51.8629264831543
3,6,51.87363815307617
3,7,51.84593963623047
3,8,51.84589767456055
3,9,51.83890914916992
3,10,51.825374603271484
3,11,51.83024215698242
3,12,51.82389831542969
4,1,39.27445983886719
4,2,39.25050735473633
4,3,39.23485565185547
4,4,39.22104263305664
4,5,39.205936431884766
4,6,39.20613479614258
4,7,39.17617416381836
4,8,39.16624069213867
4,9,39.14936828613281
4,10,39.15183639526367
4,11,39.14350509643555
4,12,39.14399337768555
5,1,30.590883255004883
5,2,30.563148498535156
5,3,30.547901153564453
5,4,30.574472427368164
5,5,30.55953598022461
5,6,30.56298828125
5,7,30.556730270385742
5,8,30.555278778076172
5,9,30.560218811035156
5,10,30.599742889404297
5,11,30.593948364257812
5,12,30.60329818725586
6,1,28.4166316986084
6,2,28.379905700683594
6,3,28.35797882080078
6,4,28.38998031616211
6,5,28.363555908203125
6,6,28.3594970703125
6,7,28.349687576293945
6,8,28.342426300048828
6,9,28.346208572387695
6,10,28.384889602661133
6,11,28.369909286499023
6,12,28.36773109436035
7,1,40.168426513671875
7,2,40.11436080932617
7,3,40.06401443481445
7,4,40.018924713134766
7,5,39.97257995605469
7,6,39.938838958740234
7,7,39.8752326965332
7,8,39.82961654663086
7,9,39.7743034362793
7,10,39.741641998291016
7,11,39.69489288330078
7,12,39.65367126464844
8,1,46.762413024902344
8,2,46.7645263671875
8,3,46.767616271972656
8,4,46.754608154296875
8,5,46.7528076171875
8,6,46.768123626708984
8,7,46.7425422668457
8,8,46.74998092651367
8,9,46.74707794189453
8,10,46.74098587036133
8,11,46.751747131347656
8,12,46.763702392578125
9,1,47.571128845214844
9,2,47.571231842041016
9,3,47.57551574707031
9,4,47.560794830322266
9,5,47.56034851074219
9,6,47.574424743652344
9,7,47.547874450683594
9,8,47.55493927001953
9,9,47.55101013183594
9,10,47.5461311340332
9,11,47.554683685302734
9,12,47.56527328491211
10,1,34.22967529296875
10,2,34.203712463378906
