session_id,rank,pm
0,1,49.86403274536133
0,2,49.71361541748047
0,3,49.56416320800781
0,4,49.41237258911133
0,5,49.251651763916016
0,6,49.11635208129883
0,7,48.956180572509766
0,8,48.78199768066406
0,9,48.62160873413086
0,10,48.46198272705078
0,11,48.2835807800293
0,12,48.119956970214844
1,1,68.6156997680664
1,2,68.61233520507812
1,3,68.60034942626953
1,4,68.60761260986328
1,5,68.59355926513672
1,6,68.59532928466797
1,7,68.58982849121094
1,8,68.57926177978516
1,9,68.57814025878906
1,10,68.58151245117188
1,11,68.57804870605469
1,12,68.5784912109375
2,1,53.77264404296875
2,2,53.769615173339844
2,3,53.772335052490234
2,4,53.792808532714844
2,5,53.77996826171875
2,6,53.78690719604492
2,7,53.80524444580078
2,8,53.80213165283203
2,9,53.808414459228516
2,10,53.84326934814453
2,11,53.84279251098633
2,12,53.864315032958984
3,1,51.88454818725586
3,2,51.87535095214844
3,3,51.8630256652832
3,4,51.86664581298828
3,5,51.83396911621094
3,6,51.83563232421875
3,7,51.837982177734375
3,8,51.812416076660156
3,9,51.81112289428711
3,10,51.819313049316406
3,11,51.805389404296875
3,12,51.80576705932617
4,1,39.20249938964844
4,2,39.18450164794922
4,3,39.16816329956055
4,4,39.14739227294922
4,5,39.14848709106445
4,6,39.12691116333008
4,7,39.104122161865234
4,8,39.104393005371094
4,9,39.09214782714844
4,10,39.067771911621094
4,11,39.06867599487305
4,12,39.052940368652344
5,1,30.59529685974121
5,2,30.587078094482422
5,3,30.576095581054688
5,4,30.560827255249023
5,5,30.62080955505371
5,6,30.58713722229004
5,7,30.556047439575195
5,8,30.61123275756836
5,9,30.610027313232422
5,10,30.565048217773438
5,11,30.607696533203125
5,12,30.592493057250977
6,1,28.426084518432617
6,2,28.411691665649414
6,3,28.390579223632812
6,4,28.36954116821289
6,5,28.436914443969727
6,6,28.387449264526367
6,7,28.34284210205078
6,8,28.40293312072754
6,9,28.393047332763672
6,10,28.3308162689209
6,11,28.3732967376709
6,12,28.345897674560547
7,1,40.21617126464844
7,2,40.16767501831055
7,3,40.1236686706543
7,4,40.07598114013672
7,5,40.05027389526367
7,6,40.001220703125
7,7,39.949710845947266
7,8,39.91913986206055
7,9,39.87549591064453
7,10,39.82070541381836
7,11,39.788169860839844
7,12,39.73976516723633
8,1,46.82014465332031
8,2,46.806541442871094
8,3,46.79658126831055
8,4,46.79322814941406
8,5,46.77156066894531
8,6,46.76466369628906
8,7,46.76597595214844
8,8,46.74515151977539
8,9,46.7429313659668
8,10,46.7487907409668
8,11,46.73649597167969
8,12,46.73321533203125
9,1,47.63520812988281
9,2,47.62153625488281
9,3,47.61008071899414
9,4,47.60749435424805
9,5,47.581844329833984
9,6,47.57361602783203
9,7,47.575889587402344
9,8,47.55211639404297
9,9,47.5473747253418
9,10,47.5534782409668
9,11,47.53886413574219
9,12,47.532989501953125
10,1,34.21689987182617
10,2,34.20772171020508
10,3,34.1981086730957
10,4,34.18271255493164
10,5,34.217960357666016
10,6,34.190528869628906
10,7,34.16915512084961
10,8,34.202056884765625
10,9,34.19956970214844
10,10,34.16572952270508
10,11,34.19222640991211
10,12,34.1768684387207
11,1,32.780677795410156
11,2,32.765602111816406
11,3,32.749141693115234
11,4,32.72677230834961
11,5,32.76626205444336
11,6,32.72963333129883
11,7,32.696529388427734
11,8,32.73201370239258
11,9,32.722389221191406
11,10,32.67506408691406
11,11,32.7001953125
11,12,32.674537658691406
12,1,30.732160568237305
12,2,30.660533905029297
12,3,30.583127975463867
12,4,30.51020050048828
12,5,30.51605796813965
12,6,30.413042068481445
12,7,30.31210708618164
12,8,30.30510139465332
12,9,30.2314453125
12,10,30.108783721923828
12,11,30.083093643188477
12,12,29.992921829223633
13,1,86.91243743896484
13,2,86.89668273925781
13,3,86.90486907958984
13,4,86.87882995605469
13,5,86.87893676757812
13,6,86.88858795166016
13,7,86.8542709350586
13,8,86.86272430419922
13,9,86.8478775024414
13,10,86.80764770507812
13,11,86.80705261230469
13,12,86.79029083251953
14,1,59.27753448486328
14,2,59.23414993286133
14,3,59.19133758544922
14,4,59.15337371826172
14,5,59.0894660949707
14,6,59.04578399658203
14,7,59.012977600097656
14,8,58.94627380371094
14,9,58.90379333496094
14,10,58.87550354003906
14,11,58.804508209228516
14,12,58.75016784667969
15,1,47.79249572753906
15,2,47.77263641357422
15,3,47.74916076660156
15,4,47.74174499511719
15,5,47.712554931640625
15,6,47.69683837890625
15,7,47.68715286254883
15,8,47.66120147705078
15,9,47.64323806762695
15,10,47.645023345947266
15,11,47.622161865234375
15,12,47.6068115234375
16,1,74.25611877441406
16,2,74.1911849975586
16,3,74.13565063476562
16,4,74.06415557861328
16,5,73.99952697753906
16,6,73.94477844238281
16,7,73.86882781982422
16,8,73.79962921142578
16,9,73.7345199584961
16,10,73.65792083740234
16,11,73.57440185546875
16,12,73.49179077148438
17,1,78.8495864868164
17,2,78.79483795166016
17,3,78.73796844482422
17,4,78.65312957763672
17,5,78.59197998046875
17,6,78.54608917236328
17,7,78.4498291015625
17,8,78.41255950927734
17,9,78.34259033203125
17,10,78.2452163696289
17,11,78.16696166992188
17,12,78.0826644897461
18,1,71.44149017333984
18,2,71.61567687988281
18,3,71.82506561279297
18,4,72.02361297607422
18,5,72.2442855834961
18,6,72.42485809326172
18,7,72.66561889648438
18,8,72.90469360351562
18,9,73.08033752441406
18,10,73.30062103271484
18,11,73.58296203613281
18,12,73.79097747802734
19,1,45.77414321899414
19,2,45.79052734375
19,3,45.811912536621094
19,4,45.816898345947266
19,5,45.80378341674805
19,6,45.8200798034668
19,7,45.82933807373047
19,8,45.84194564819336
19,9,45.852210998535156
19,10,45.89152526855469
19,11,45.89931106567383
19,12,45.91769790649414
20,1,45.14894104003906
20,2,45.1295280456543
20,3,45.10645294189453
20,4,45.09831619262695
20,5,45.09808349609375
20,6,45.07649612426758
20,7,45.06673812866211
20,8,45.08573532104492
20,9,45.05786895751953
20,10,45.04490280151367
20,11,45.04301452636719
20,12,45.024803161621094
21,1,40.436954498291016
21,2,40.400516510009766
21,3,40.36641311645508
21,4,40.31779479980469
21,5,40.29469299316406
21,6,40.256778717041016
21,7,40.21123123168945
21,8,40.18401336669922
21,9,40.15019607543945
21,10,40.10184097290039
21,11,40.07465744018555
21,12,40.02980041503906
22,1,38.112945556640625
22,2,38.13570022583008
22,3,38.16036605834961
22,4,38.18092727661133
22,5,38.22037124633789
22,6,38.24332046508789
22,7,38.263885498046875
22,8,38.30752944946289
22,9,38.34364700317383
22,10,38.36503219604492
22,11,38.41756057739258
22,12,38.450374603271484
23,1,26.64303970336914
23,2,26.636966705322266
23,3,26.619943618774414
23,4,26.610177993774414
23,5,26.696495056152344
23,6,26.654224395751953
23,7,26.611997604370117
23,8,26.690937042236328
23,9,26.691293716430664
23,10,26.634031295776367
23,11,26.69620704650879
23,12,26.682430267333984
24,1,23.019067764282227
24,2,23.00852394104004
24,3,22.980581283569336
24,4,22.966796875
24,5,23.073389053344727
24,6,23.010271072387695
24,7,22.952007293701172
24,8,23.046852111816406
24,9,23.041147232055664
24,10,22.96167755126953
24,11,23.031429290771484
24,12,23.003782272338867
25,1,61.89765548706055
25,2,61.86793899536133
25,3,61.84095764160156
25,4,61.83120346069336
25,5,61.798282623291016
25,6,61.783470153808594
25,7,61.765167236328125
25,8,61.7292366027832
25,9,61.71397399902344
25,10,61.70219039916992
25,11,61.669742584228516
25,12,61.65030288696289
26,1,54.82630157470703
26,2,54.93289566040039
26,3,55.025352478027344
26,4,55.16777420043945
26,5,55.25746154785156
26,6,55.368377685546875
26,7,55.5036735534668
26,8,55.6096305847168
26,9,55.73622512817383
26,10,55.89834213256836
26,11,56.024105072021484
26,12,56.17236328125
27,1,35.12477111816406
27,2,35.11689758300781
27,3,35.111270904541016
27,4,35.09819412231445
27,5,35.13216018676758
27,6,35.109195709228516
27,7,35.092166900634766
27,8,35.1245231628418
27,9,35.12424087524414
27,10,35.097999572753906
27,11,35.1229248046875
27,12,35.11154556274414
28,1,42.83909225463867
28,2,42.80331039428711
28,3,42.77096176147461
28,4,42.73638153076172
28,5,42.71014404296875
28,6,42.67742156982422
28,7,42.64258575439453
28,8,42.615135192871094
28,9,42.584415435791016
28,10,42.553367614746094
28,11,42.525230407714844
28,12,42.494529724121094
29,1,61.8154182434082
29,2,61.757652282714844
29,3,61.68703079223633
29,4,61.608245849609375
29,5,61.54075241088867
29,6,61.4693717956543
29,7,61.403221130371094
29,8,61.312705993652344
29,9,61.253875732421875
29,10,61.183319091796875
29,11,61.08924102783203
29,12,61.00056457519531
30,1,43.94192886352539
30,2,43.98136520385742
30,3,44.02201843261719
30,4,44.07298278808594
30,5,44.09877395629883
30,6,44.149017333984375
30,7,44.204803466796875
30,8,44.241249084472656
30,9,44.29655075073242
30,10,44.36142349243164
30,11,44.41803741455078
30,12,44.474464416503906
31,1,30.898300170898438
31,2,30.891460418701172
31,3,30.879962921142578
31,4,30.867431640625
31,5,30.92707633972168
31,6,30.896574020385742
31,7,30.866544723510742
31,8,30.92112922668457
31,9,30.92106056213379
31,10,30.879709243774414
31,11,30.923980712890625
31,12,30.9116268157959
32,1,33.75444030761719
32,2,33.73379898071289
32,3,33.71345138549805
32,4,33.694644927978516
32,5,33.71951675415039
32,6,33.68937301635742
32,7,33.65293502807617
32,8,33.68046569824219
32,9,33.66550827026367
32,10,33.62102508544922
32,11,33.64374923706055
32,12,33.62249755859375
33,1,35.53369903564453
33,2,35.519065856933594
33,3,35.50648880004883
33,4,35.491214752197266
33,5,35.51558303833008
33,6,35.493247985839844
33,7,35.469093322753906
33,8,35.49169158935547
33,9,35.48546600341797
33,10,35.45586013793945
33,11,35.47757339477539
33,12,35.46645736694336
34,1,30.175207138061523
34,2,30.17009735107422
34,3,30.161113739013672
34,4,30.150531768798828
34,5,30.217212677001953
34,6,30.186168670654297
34,7,30.156171798706055
34,8,30.21868133544922
34,9,30.222679138183594
34,10,30.179410934448242
34,11,30.228269577026367
34,12,30.219797134399414
35,1,94.29110717773438
35,2,94.29325866699219
35,3,94.3216781616211
35,4,94.29508209228516
35,5,94.32939910888672
35,6,94.3666000366211
35,7,94.34666442871094
35,8,94.37405395507812
35,9,94.3853988647461
35,10,94.3570785522461
35,11,94.38252258300781
35,12,94.37767791748047
36,1,69.7913589477539
