session_id,rank,pm
0,1,49.92518997192383
0,2,49.764305114746094
0,3,49.66118621826172
0,4,49.51094055175781
0,5,49.345542907714844
0,6,49.2225227355957
0,7,49.075462341308594
0,8,48.92054748535156
0,9,48.78225326538086
0,10,48.62263107299805
0,11,48.46506118774414
0,12,48.29698181152344
1,1,68.70983123779297
1,2,68.68560028076172
1,3,68.7023696899414
1,4,68.69233703613281
1,5,68.66484832763672
1,6,68.67505645751953
1,7,68.67525482177734
1,8,68.670166015625
1,9,68.66337585449219
1,10,68.64512634277344
1,11,68.641357421875
1,12,68.6203842163086
2,1,53.848026275634766
2,2,53.81455993652344
2,3,53.86964797973633
2,4,53.84187316894531
2,5,53.83119583129883
2,6,53.85721206665039
2,7,53.86334991455078
2,8,53.87256622314453
2,9,53.90260696411133
2,10,53.901283264160156
2,11,53.89750671386719
2,12,53.903907775878906
3,1,51.96582794189453
3,2,51.92258071899414
3,3,51.95765686035156
3,4,51.92422103881836
3,5,51.89817428588867
3,6,51.90767288208008
3,7,51.903167724609375
3,8,51.892295837402344
3,9,51.90571975708008
3,10,51.897621154785156
3,11,51.87540054321289
3,12,51.868316650390625
4,1,39.242271423339844
4,2,39.223602294921875
4,3,39.186866760253906
4,4,39.198368072509766
4,5,39.1776008605957
4,6,39.15795135498047
4,7,39.14008712768555
4,8,39.1284065246582
4,9,39.10221481323242
4,10,39.09129333496094
4,11,39.09496307373047
4,12,39.08921813964844
5,1,30.75325584411621
5,2,30.783302307128906
5,3,30.709484100341797
5,4,30.769760131835938
5,5,30.765769958496094
5,6,30.75286102294922
5,7,30.75901985168457
5,8,30.774707794189453
5,9,30.7199649810791
5,10,30.724281311035156
5,11,30.785249710083008
5,12,30.779682159423828
6,1,28.48405647277832
6,2,28.519428253173828
6,3,28.425973892211914
6,4,28.48849868774414
6,5,28.481037139892578
6,6,28.460861206054688
6,7,28.465055465698242
6,8,28.47770881652832
6,9,28.403915405273438
6,10,28.402067184448242
6,11,28.468351364135742
6,12,28.44943618774414
7,1,40.23455047607422
7,2,40.18902587890625
7,3,40.12440872192383
7,4,40.10525894165039
7,5,40.05718231201172
7,6,40.00865936279297
7,7,39.96184158325195
7,8,39.919334411621094
7,9,39.860103607177734
7,10,39.814483642578125
7,11,39.78366470336914
7,12,39.739219665527344
8,1,46.920875549316406
8,2,46.87983322143555
8,3,46.88896560668945
8,4,46.87077713012695
8,5,46.85262680053711
8,6,46.84621047973633
8,7,46.83247756958008
8,8,46.81974792480469
8,9,46.82304382324219
8,10,46.81414794921875
8,11,46.7977294921875
8,12,46.79388427734375
9,1,47.74947738647461
9,2,47.70538330078125
9,3,47.71973419189453
9,4,47.69608688354492
9,5,47.67766189575195
9,6,47.6712646484375
9,7,47.65758514404297
9,8,47.64326095581055
9,9,47.648277282714844
9,10,47.638431549072266
9,11,47.61603546142578
9,12,47.61359405517578
10,1,34.255374908447266
10,2,34.27032470703125
10,3,34.20909118652344
10,4,34.2558479309082
10,5,34.247074127197266
10,6,34.23261642456055
10,7,34.23155975341797
10,8,34.23793029785156
10,9,34.19427490234375
10,10,34.195194244384766
10,11,34.23662185668945
10,12,34.233924865722656
11,1,32.83171081542969
11,2,32.84726333618164
11,3,32.77510070800781
11,4,32.82066345214844
11,5,32.8070182800293
11,6,32.78809356689453
11,7,32.783565521240234
11,8,32.78816604614258
11,9,32.730228424072266
11,10,32.72458267211914
11,11,32.76982879638672
11,12,32.756324768066406
12,1,31.33666229248047
12,2,31.317384719848633
12,3,31.179349899291992
12,4,31.192890167236328
12,5,31.12030792236328
12,6,31.05375099182129
12,7,30.999591827392578
12,8,30.95517921447754
12,9,30.826040267944336
12,10,30.760108947753906
12,11,30.76732063293457
12,12,30.6844482421875
13,1,87.07785034179688
13,2,87.05880737304688
13,3,87.0304183959961
13,4,87.04550170898438
13,5,86.9973373413086
13,6,86.99459838867188
13,7,86.96222686767578
13,8,86.93110656738281
13,9,86.90239715576172
13,10,86.86007690429688
13,11,86.85125732421875
13,12,86.82243347167969
14,1,59.40773010253906
14,2,59.31824493408203
14,3,59.319313049316406
14,4,59.23408126831055
14,5,59.17849349975586
14,6,59.143035888671875
14,7,59.09764099121094
14,8,59.040287017822266
14,9,59.008419036865234
14,10,58.94765090942383
14,11,58.871612548828125
14,12,58.80589294433594
15,1,47.99077224731445
15,2,47.941307067871094
15,3,47.94831085205078
15,4,47.91640090942383
15,5,47.88689422607422
15,6,47.88051986694336
15,7,47.86069869995117
15,8,47.843902587890625
15,9,47.83709716796875
15,10,47.815452575683594
15,11,47.79252243041992
15,12,47.777015686035156
16,1,74.34867858886719
16,2,74.25627899169922
16,3,74.20049285888672
16,4,74.12632751464844
16,5,74.04090881347656
16,6,73.97722625732422
16,7,73.90037536621094
16,8,73.80599212646484
16,9,73.72987365722656
16,10,73.63323974609375
16,11,73.54666900634766
16,12,73.44124603271484
17,1,78.86871337890625
17,2,78.79299926757812
17,3,78.73388671875
17,4,78.68244171142578
17,5,78.60870361328125
17,6,78.53083038330078
17,7,78.4616470336914
17,8,78.36575317382812
17,9,78.284912109375
17,10,78.20193481445312
17,11,78.1192398071289
17,12,78.02217864990234
18,1,71.56607818603516
18,2,71.77043151855469
18,3,71.90001678466797
18,4,72.16433715820312
18,5,72.32637023925781
18,6,72.51729583740234
18,7,72.7367172241211
18,8,72.97554779052734
18,9,73.1900405883789
18,10,73.38878631591797
18,11,73.61906433105469
18,12,73.91171264648438
19,1,45.905784606933594
19,2,45.89738082885742
19,3,45.929508209228516
19,4,45.93963623046875
19,5,45.949668884277344
19,6,45.94394302368164
19,7,45.95260238647461
19,8,45.934326171875
19,9,45.97996520996094
19,10,45.998374938964844
19,11,45.99626159667969
19,12,46.0406494140625
20,1,45.25962829589844
20,2,45.242149353027344
20,3,45.23094940185547
20,4,45.22518539428711
20,5,45.21420669555664
20,6,45.20393753051758
20,7,45.19811248779297
20,8,45.19768524169922
20,9,45.17958068847656
20,10,45.17024612426758
20,11,45.15129852294922
20,12,45.160980224609375
21,1,40.48497772216797
21,2,40.44784164428711
21,3,40.415809631347656
21,4,40.40617370605469
21,5,40.375450134277344
21,6,40.35044479370117
21,7,40.32009506225586
21,8,40.296852111816406
21,9,40.269981384277344
21,10,40.245384216308594
21,11,40.233585357666016
21,12,40.2156982421875
22,1,38.22677993774414
22,2,38.24924087524414
22,3,38.24965286254883
22,4,38.30662536621094
22,5,38.33138656616211
22,6,38.352455139160156
22,7,38.381309509277344
22,8,38.417850494384766
22,9,38.4343147277832
22,10,38.4737663269043
22,11,38.531009674072266
22,12,38.574790954589844
23,1,26.691328048706055
23,2,26.744237899780273
23,3,26.648357391357422
23,4,26.72835922241211
23,5,26.735244750976562
23,6,26.722726821899414
23,7,26.73975944519043
23,8,26.766620635986328
23,9,26.693836212158203
23,10,26.702938079833984
23,11,26.790664672851562
23,12,26.780166625976562
24,1,23.053619384765625
24,2,23.121145248413086
24,3,22.993459701538086
24,4,23.08574676513672
24,5,23.09750747680664
24,6,23.073766708374023
24,7,23.09334373474121
24,8,23.121971130371094
