session_id,rank,pm
0,1,49.98180389404297
0,2,49.82504653930664
0,3,49.675445556640625
0,4,49.50226593017578
0,5,49.35997009277344
0,6,49.16521453857422
0,7,49.016578674316406
0,8,48.83814239501953
0,9,48.66169357299805
0,10,48.4836311340332
0,11,48.288700103759766
0,12,48.08268356323242
1,1,68.76402282714844
1,2,68.7530517578125
1,3,68.75694274902344
1,4,68.75399017333984
1,5,68.76660919189453
1,6,68.75617980957031
1,7,68.75106048583984
1,8,68.73243713378906
1,9,68.74408721923828
1,10,68.72282409667969
1,11,68.71345520019531
1,12,68.69223022460938
2,1,53.77784729003906
2,2,53.773109436035156
2,3,53.798377990722656
2,4,53.794063568115234
2,5,53.83474349975586
2,6,53.8198127746582
2,7,53.852874755859375
2,8,53.85237121582031
2,9,53.878971099853516
2,10,53.892391204833984
2,11,53.89998245239258
2,12,53.91011047363281
3,1,51.88567352294922
3,2,51.873592376708984
3,3,51.888362884521484
3,4,51.86334228515625
3,5,51.88490676879883
3,6,51.86542510986328
3,7,51.878475189208984
3,8,51.86159896850586
3,9,51.87351989746094
3,10,51.87287139892578
3,11,51.864601135253906
3,12,51.86099624633789
4,1,39.241004943847656
4,2,39.22861862182617
4,3,39.21259307861328
4,4,39.202545166015625
4,5,39.16896057128906
4,6,39.1785888671875
4,7,39.14944076538086
4,8,39.14793395996094
4,9,39.12984848022461
4,10,39.11359405517578
4,11,39.12014389038086
4,12,39.10995101928711
5,1,30.59857177734375
5,2,30.597064971923828
5,3,30.563079833984375
5,4,30.605825424194336
5,5,30.57124137878418
5,6,30.61766815185547
5,7,30.56351661682129
5,8,30.59111213684082
5,9,30.59658432006836
5,10,30.567092895507812
5,11,30.611295700073242
5,12,30.623703002929688
6,1,28.49144744873047
6,2,28.484844207763672
6,3,28.437528610229492
6,4,28.489797592163086
6,5,28.4483699798584
6,6,28.496665954589844
6,7,28.425683975219727
6,8,28.45218276977539
6,9,28.458782196044922
6,10,28.41282081604004
6,11,28.46142578125
6,12,28.470516204833984
7,1,40.10440444946289
7,2,40.066829681396484
7,3,40.02529525756836
7,4,39.98543930053711
7,5,39.930450439453125
7,6,39.90374755859375
7,7,39.852638244628906
7,8,39.82002639770508
7,9,39.771427154541016
7,10,39.726158142089844
7,11,39.6976203918457
7,12,39.651241302490234
8,1,46.784759521484375
8,2,46.77842712402344
8,3,46.78899002075195
8,4,46.762046813964844
8,5,46.75810623168945
8,6,46.75723648071289
8,7,46.7623291015625
8,8,46.75708770751953
8,9,46.75212097167969
8,10,46.75687789916992
8,11,46.75572967529297
8,12,46.751529693603516
9,1,47.65970993041992
9,2,47.65498352050781
9,3,47.67039108276367
9,4,47.634239196777344
9,5,47.63066101074219
9,6,47.629825592041016
9,7,47.63520050048828
9,8,47.62901306152344
9,9,47.62213897705078
9,10,47.62850570678711
9,11,47.621238708496094
9,12,47.617061614990234
10,1,34.22103500366211
10,2,34.21702575683594
10,3,34.19694137573242
10,4,34.21404266357422
10,5,34.182064056396484
10,6,34.214508056640625
10,7,34.17664337158203
10,8,34.19087600708008
10,9,34.18939971923828
10,10,34.171932220458984
10,11,34.19855880737305
10,12,34.202823638916016
11,1,32.78810119628906
11,2,32.778228759765625
11,3,32.74609375
11,4,32.764949798583984
11,5,32.72537612915039
11,6,32.75556564331055
11,7,32.7042350769043
11,8,32.7153434753418
11,9,32.709373474121094
11,10,32.678443908691406
11,11,32.7039909362793
11,12,32.70368194580078
12,1,31.003856658935547
12,2,30.942358016967773
12,3,30.846731185913086
12,4,30.837039947509766
12,5,30.74507713317871
12,6,30.726078033447266
12,7,30.60981559753418
12,8,30.571399688720703
12,9,30.511096954345703
12,10,30.409622192382812
12,11,30.385032653808594
12,12,30.325252532958984
13,1,87.1170654296875
13,2,87.1196060180664
13,3,87.11773681640625
13,4,87.1171646118164
13,5,87.08434295654297
13,6,87.09938049316406
13,7,87.0719223022461
13,8,87.07112121582031
13,9,87.0362777709961
13,10,87.01705169677734
13,11,87.00128936767578
13,12,86.96807861328125
14,1,59.374176025390625
14,2,59.331199645996094
14,3,59.3035888671875
14,4,59.225250244140625
14,5,59.188289642333984
14,6,59.13928985595703
14,7,59.101558685302734
14,8,59.047733306884766
14,9,58.9995231628418
14,10,58.946861267089844
