session_id,rank,pm
0,1,49.81680679321289
0,2,49.67862319946289
0,3,49.5166130065918
0,4,49.375282287597656
0,5,49.23135757446289
0,6,49.06664276123047
0,7,48.93077087402344
0,8,48.74872589111328
0,9,48.583038330078125
0,10,48.41649627685547
0,11,48.24761962890625
0,12,48.09635543823242
1,1,68.667724609375
1,2,68.66663360595703
1,3,68.64414978027344
1,4,68.6495132446289
1,5,68.6378173828125
1,6,68.62136840820312
1,7,68.63130187988281
1,8,68.592041015625
1,9,68.58848571777344
1,10,68.58424377441406
1,11,68.59297180175781
1,12,68.58229064941406
2,1,53.86463928222656
2,2,53.879005432128906
2,3,53.85453796386719
2,4,53.88712692260742
2,5,53.896339416503906
2,6,53.908599853515625
2,7,53.95950698852539
2,8,53.91656494140625
2,9,53.94113540649414
2,10,53.95883560180664
2,11,54.0035514831543
2,12,54.03524398803711
3,1,51.8919563293457
3,2,51.884090423583984
3,3,51.85760498046875
3,4,51.8680534362793
3,5,51.86940002441406
3,6,51.858299255371094
3,7,51.8923454284668
3,8,51.842952728271484
3,9,51.85057067871094
3,10,51.854427337646484
3,11,51.88037872314453
3,12,51.9013786315918
4,1,39.16569137573242
4,2,39.1666145324707
4,3,39.14907455444336
4,4,39.14113235473633
4,5,39.12381362915039
4,6,39.10006332397461
4,7,39.08030319213867
4,8,39.08736038208008
4,9,39.072486877441406
4,10,39.0800895690918
4,11,39.06991958618164
4,12,39.05844497680664
5,1,30.607248306274414
5,2,30.640779495239258
5,3,30.639245986938477
5,4,30.655832290649414
5,5,30.642885208129883
5,6,30.63910484313965
5,7,30.585054397583008
5,8,30.669803619384766
5,9,30.63884162902832
5,10,30.679826736450195
5,11,30.674962997436523
5,12,30.64527702331543
6,1,28.400510787963867
6,2,28.433549880981445
6,3,28.424884796142578
6,4,28.435157775878906
6,5,28.410058975219727
6,6,28.39850425720215
6,7,28.315961837768555
6,8,28.4141788482666
6,9,28.362512588500977
6,10,28.3981990814209
6,11,28.377029418945312
6,12,28.32141876220703
7,1,40.227333068847656
7,2,40.19345474243164
7,3,40.13713073730469
7,4,40.085289001464844
7,5,40.032344818115234
7,6,39.967384338378906
7,7,39.906654357910156
7,8,39.86511993408203
7,9,39.81222915649414
7,10,39.76784896850586
7,11,39.71328353881836
7,12,39.64643096923828
8,1,46.87384796142578
8,2,46.86311340332031
8,3,46.83206558227539
8,4,46.822940826416016
8,5,46.813053131103516
8,6,46.787872314453125
8,7,46.80327606201172
8,8,46.7520866394043
8,9,46.757423400878906
8,10,46.749351501464844
8,11,46.75696563720703
8,12,46.757022857666016
9,1,47.658321380615234
9,2,47.64503860473633
9,3,47.6132698059082
9,4,47.60466003417969
9,5,47.59484100341797
9,6,47.569419860839844
9,7,47.58333969116211
9,8,47.53007507324219
9,9,47.535858154296875
9,10,47.525413513183594
9,11,47.53430938720703
9,12,47.534584045410156
10,1,34.12211990356445
10,2,34.143733978271484
10,3,34.14077377319336
10,4,34.149532318115234
10,5,34.13629150390625
10,6,34.12620162963867
10,7,34.08892822265625
10,8,34.14509582519531
10,9,34.12670135498047
10,10,34.1579475402832
10,11,34.15336227416992
10,12,34.13526153564453
11,1,32.67688751220703
11,2,32.697261810302734
11,3,32.68889617919922
11,4,32.692501068115234
11,5,32.674293518066406
11,6,32.65790939331055
11,7,32.60618209838867
11,8,32.667396545410156
11,9,32.6370964050293
11,10,32.66416931152344
11,11,32.65060806274414
11,12,32.61922836303711
12,1,30.62191390991211
12,2,30.598705291748047
12,3,30.536373138427734
12,4,30.478960037231445
12,5,30.39531707763672
12,6,30.316877365112305
12,7,30.17076873779297
12,8,30.204452514648438
12,9,30.08913230895996
12,10,30.05281639099121
12,11,29.952632904052734
12,12,29.822622299194336
